desc_rotten_boroughs;부패 선거구는 뇌물로 승리를 거두는 선거구를 만드는 제도입니다.;Le syst?e des bourgs pourris consiste ?cr?r des circonscriptions ?ectorales si petites qu'elles permettent une victoire certaine par le biais de la corruption.;Das System der Rotten Boroughs schaffte so kleine Wahldistrikte, dass Wahlsiege durch Bestechung gewonnen werden konnten.;;;;;;;;;;;
spoil_system;엽관제;Syst?e des d?ouilles;Verdorbenes System;;;;;;;;;;;
desc_spoil_system;충분한 통제 기관이 부족한 정치인들은 결국 그들의 권력과 영향력을 개인의 부와 영광을 위해 사용하게 될 것입니다. 이것은 그 지방 전체 인구의 호전성을 증가시키는 결과를 낳습니다.;?d?aut d'institutions de contr?e suffisantes, les politiciens usent de leur pouvoir et de leur influence pour assurer leur fortune et leur gloire personnelles. Cela se traduit par un militantisme accru de toute la population de la province.;Ohne ausreichende Kontrollinstitutionen nutzten Politiker schlie?ich ihre Vorrechte und ihren Einfluss, um sich pers?liche Vorteile in Form von Reichtum und Ruhm zu verschaffen. Dies f?rt zu erh?ter Militanz der gesamten Bev?kerung in der Provinz.;;;;;;;;;;;
terrorist_cells;테러 조직;Cellules terroristes;Terroristenzellen;;;;;;;;;;;
desc_terrorist_cells;경찰이 부족하기 때문에 테러범들은 숨어서 공격 기회를 기다리기 쉬워졌습니다.;Avec la r?uction du personnel de s?urit?de la province, les terroristes ont moins de mal ?se cacher en attendant l'occasion de frapper.;Mit weniger Sicherheitspersonal in der Provinz k?nen Terroristen leichter in ihren Verstecken auf Gelegenheiten zum Zuschlagen warten.;;;;;;;;;;;
#event_modifiers.txt;;;;;;;;;;;;;;
government_sanitarium;요양원;Sanatorium;Sanitarium;;;;;;;;;;;
desc_government_sanitarium;정부는 이 지역에서 결핵환자를 위한 요양소를 운영하고 있습니다.;Le gouvernement met un sanatorium ?la disposition des tuberculeux de cette province.;Die Regierung betreibt ein Sanitarium f? Tuberkulosepatienten in dieser Provinz.;;;;;;;;;;;
academic_confusion;학술적 혼란;Confusion acad?ique;Akademisches Durcheinander;;;;;;;;;;;
academic_confusion_desc;우리의 학계는 내부의 패러다임 변화로 인해 혼란에 빠져 있습니다. 이러한 변화가 계속되는 동안 우리의 위신은 추락하고 연구는 늦춰질 것입니다.;Notre acad?ie est en proie ?la panique ?la suite d'un changement paradigmatique au sein de notre effectif. Tant que cela durera, notre prestige et notre recherche en p?iront.;Nach einem Paradigmenwechsel in unserem Bildungsministerium ist unsere akademische Welt in einem Zustand totalen Durcheinanders. Solange dieser Effekt anh?t, leiden unser Prestige und unsere Forschung darunter.;;;;;;;;;;;
liberal_agitation;자유주의 소요;Agitation lib?ale;Liberale Agitation;;;;;;;;;;;
desc_liberal_agitation;선동가들은 자유와 혁명을 외치고 있습니다.;Des exalt? de cette province soutiennent la r?olution lib?ale.;Aufwiegler in diesen Provinzen fordern die liberale Revolution.;;;;;;;;;;;
springtime_of_nations;국가의 봄!;Le Printemps des nations !;Fr?ling der Nationen!;;;;;;;;;;;
springtime_of_nations_desc;유럽의 여러 가난한 국가들에서 압제와 폭정을 떨쳐버리기 위해 일어났습니다.;Les nations endormies d'Europe se r?eillent pour lutter contre les spectres du despotisme et de la tyrannie.;Die schlummernden Nationen Europa erwachen, um die Gespenster des Despotismus und der Tyrannei zu vertreiben.;;;;;;;;;;;
global_liberal_agitation;자유주의 소요;Agitation lib?ale;Liberale Agitation;;;;;;;;;;;
desc_global_liberal_agitation;선동가들은 자유와 혁명을 외치고 있습니다.;Des exalt? soutiennent le lib?alisme et la r?olution.;Aufwiegler in diesen Provinzen fordern die liberale Revolution.;;;;;;;;;;;
potato_blight;감자 충해;Le mildiou de la pomme de terre;Kartoffelf?le;;;;;;;;;;;
desc_potato_blight;농작물이 죽고 썩으면서 기근이 퍼지고 있습니다.;La famine s'?end tandis que les cultures pourrissent dans nos champs.;Hunger breitet sich aus, weil die Ernte tot und verfaulend auf unseren Feldern liegt.;;;;;;;;;;;
anti_jacobin_tract;반-자코뱅 삐라;Tract antijacobin;Antijakobinertrakt;;;;;;;;;;;
desc_anti_jacobin_tract;반혁명, 질서, 종교, 군주정치를 논하는 삐라가 우리나라에 널리 퍼졌습니다.;Un tract contre-r?olutionnaire en faveur de l'ordre, de la religion et de la monarchie a ??largement diffus?dans notre pays.;Ein Traktat ?er die Gr?de von Konterrevolution, Ordnung, Religion und Monarchie ist in unserem Land in breitem Umlauf.;;;;;;;;;;;
cholera_epidemic_small;콜레라 발생;?id?ie de chol?a;Ausbruch der Cholera;;;;;;;;;;;
desc_cholera_epidemic_small;이 지방에서 콜레라가 발생되어 확산되고 있습니다.;Le chol?a a fait son apparition dans cette province et l'?id?ie guette la population.;Cholera ist in dieser Provinz ausgebrochen und droht, sich weiter zu verbreiten.;;;;;;;;;;;
cholera_epidemic_big;콜레라 확산;?id?ie de chol?a;Choleraepidemie;;;;;;;;;;;
desc_cholera_epidemic_big;콜레라가 이 지방에서 발생하여 빠르게 확산되고 있습니다.;Le chol?a a fait son apparition dans cette province et l'?id?ie guette la population.;Cholera ist in dieser Provinz ausgebrochen und droht, sich weiter zu verbreiten.;;;;;;;;;;;
conservative_reaction;보수주의자의 반대;Opposition conservatrice;Konservative Opposition;;;;;;;;;;;
desc_conservative_reaction;의회의 보수파들은 반대를 표하고 있습니다.;Les conservateurs qui si?ent au parlement sont m?ontents.;Die Konservativen im Parlament sind unzufrieden.;;;;;;;;;;;
liberal_reaction;진보주의자의 반대;Opposition lib?ale;Liberale Opposition;;;;;;;;;;;
desc_liberal_reaction;의회의 진보주의자들은 반대를 표하고 있습니다.;Les lib?aux qui si?ent au parlement sont m?ontents.;Die Liberalen im Parlament sind unzufrieden.;;;;;;;;;;;
national_tragedy;국가적 비극;Drame national;Nationale Trag?ie;;;;;;;;;;;
desc_national_tragedy;우리나라는 탄전에서 목숨을 잃은 어린 소녀를 애도하고 있습니다.;Notre nation d?lore la perte d'une nouvelle jeune fille dans les mines de charbon.;Unser Nation betrauert ein weiteres M?chen, das den Kohlefeldern zum Opfer fiel.;;;;;;;;;;;
western_influences;서양의 영향력;Influences occidentales;Westlicher Einfluss;;;;;;;;;;;
desc_western_influences;우리의 정부는 서양의 영향력을 적극적으로 억제하는 정책을 추진하고 있습니다.;Notre gouvernement m?e une politique visant ?encourager les influences occidentales.;Unsere Regierung verfolgt eine Politik, die westliche Einfl?se aktiv f?dert.;;;;;;;;;;;
uncivilized_isolationism;고립주의;Isolationnisme;Isolationismus;;;;;;;;;;;
desc_uncivilized_isolationism;우리나라는 외국인들에게 항구와 국경을 폐쇄했습니다.;Notre pays a ferm?ses ports et ses fronti?es aux ?rangers.;Unser Land hat seine H?en und Grenzen f? Ausl?der geschlossen.;;;;;;;;;;;
western_presence;서양의 존재;Pr?ence occidentale;Westliche Pr?enz;;;;;;;;;;;
desc_western_presence;유럽의 여러나라와 강대국으로부터 온 외국인들의 공동체가 형성되었습니다.;Une communaut?d'expatri? issus de diff?ents pays europ?ns et de grandes puissances s'est form? ici.;Eine Ausl?dergemeinde aus verschiedenen europ?schen L?dern und Gro??hten hat sich hier gebildet.;;;;;;;;;;;
foreign_smugglers;외국인 밀수업자;Contrebandiers ?rangers;Ausl?dische Schmuggler;;;;;;;;;;;
desc_foreign_smugglers;이 지방에는 외국인이 운영하는 밀수 조직이 있습니다.;Un cercle de contrebandiers dirig?par des ?rangers s?it dans cette province.;Ein von Ausl?dern gef?rter Schmugglerring arbeitet in dieser Provinz.;;;;;;;;;;;
foreign_trading_post;외국 교역소;Comptoir ?ranger;Ausl?discher Handelsposten;;;;;;;;;;;
desc_foreign_trading_post;일반적인 대중과는 다른 계급의 우리 국민이 외국인들을 위한 교역소를 운영하고 있습니다.;Une cat?orie distincte de nos citoyens, tenue ?l'?art du reste de la population, g?e un comptoir r?erv?aux ?rangers de cette province.;Eine separate Klasse unserer B?ger, die von der allgemeinen Bev?kerung ferngehalten wird, betreibt einen Handelsposten in dieser Provinz.;;;;;;;;;;;
silk_famine;누에 기근;?id?ie de p?rine;Seidenhungersnot;;;;;;;;;;;
desc_silk_famine;전염병이 지방에서 지역 누에 농장들이 최대 생산량으로 생산하는 것을 막고 있습니다.;Une ?id?ie locale de p?rine emp?he les ?evages de vers ?soie de fonctionner ?pleine capacit?;Eine lokale Epidemie der P?rine-Krankheit hindert lokale Seidenproduzenten daran, mit voller Kapazit? zu arbeiten;;;;;;;;;;;
naval_school;해군사관학교;?ole navale;Marineschule;;;;;;;;;;;
desc_naval_school;상선해병은 이 지방에서 해군사관학교를 운영하며 최신 해군 기술과 리더쉽, 교육을 하고 있습니다.;La marine marchande poss?e une ?ole navale dans cette province. Outre l'art du commandement, on y apprend ?utiliser les derni?es technologies navales.;Die Handelsmarine betreibt eine Marineschule in dieser Provinz, wo sie Unterricht in F?rungstum und den neuesten Flottentechnologien anbietet;;;;;;;;;;;
trade_restrictions;무역 제한;Restrictions commerciales;Handelsbeschr?kungen;;;;;;;;;;;
desc_trade_restrictions;우리나라는 특정 수출입의 규제와 금수 정책을 펼치고 있습니다.;Notre pays r?ule et interdit certaines importations et exportations.;Es ist die Politik unseres Landes, gewisse Im- und Exporte zu regulieren und zu unterbinden.;;;;;;;;;;;
colonial_dry_spell;건조기;S?heresse;Trockenphase;;;;;;;;;;;
colonial_dry_spell_desc;이곳에는 여름동안 거의 비가 내리지 않았고, 농장들은 고통을 겪고 있습니다.;Il a tr? peu plu dans cette province pendant l'??et les exploitations agricoles souffrent de ce manque d'eau.;Diesen Sommer ist in dieser Provinz nur wenig Regen gefallen, und die Farmen leiden.;;;;;;;;;;;
colonial_exploitation;식민지 수탈;Exploitation coloniale;Koloniale Ausbeutung;;;;;;;;;;;
colonial_exploitation_desc;우리는 모두를 위하여 이곳에서 나오는 것을 가져가고 있습니다.;Nous exploitons toutes les richesses de cette province.;Wir pressen den letzten Heller aus dieser Provinz .;;;;;;;;;;;
colonial_museum_of_natural_history;자연사 박물관;Museum d'histoire naturelle;Naturgeschichtliches Museum;;;;;;;;;;;
colonial_museum_of_natural_history_desc;이 지방에는 자연사 박물관이 세워졌습니다.;Un museum d'histoire naturelle a ouvert ses portes dans cette province.;Ein Naturgeschichtliches Museum wurde in dieser Provinz errichtet.;;;;;;;;;;;
colonial_mismanagement;식민지 경영;Mauvaise gestion coloniale;Koloniale Fehlverwaltung;;;;;;;;;;;
colonial_mismanagement_desc;식민지 관리청이 납세한 적은 세수는 이 식민지가 불황에 빠졌다는 것을 의미합니다.;Compte tenu des sommes d?isoires octroy?s au Bureau colonial (d?enses administratives), cette colonie est en situation de ruine bureaucratique.;Die geringen Summen, die wir dem Kolonialamt zuweisen (Verwaltungsausgaben), haben diese Kolonie in einen Zustand b?okratischen Verfalls sinken lassen.;;;;;;;;;;;
colonial_recruitment;땅! 자유! 노동!;Terre ! Libert?! Travail !;Land! Freiheit! Arbeit!;;;;;;;;;;;
colonial_recruitment_desc;정부의 운동은 이민자들을 유치하기 위하여 토지와 기회를 약속하고 있습니다.;Une campagne gouvernementale promettant terres et opportunit? attire les immigrants vers cette province.;Eine Regierungskampagne zieht Einwanderer mit Versprechungen von Land und Zukunftsgelegenheiten in die Provinz.;;;;;;;;;;;
baby_boom;베이비 붐;Baby Boom;Baby-Boom;;;;;;;;;;;
loyal_askaris;구르카, 보안요원, 저격병;Gurkhas, Askaris et tirailleurs;Gurkhas, Askaris & Tirailleure;;;;;;;;;;;
loyal_askaris_desc;이곳의 사람들은 대체로 우리의 통치를 지지하며, 그들중 몇몇은 우리의 식민지 군대에서 복무하기를 원하고 있습니다.;G??alement, les habitants de cette province vous soutiennent. D'ailleurs, certains servent ou sont pr?s ?servir dans les r?iments militaires coloniaux.;Die Menschen in dieser Provinz unterst?zen unsere Regierung zum Gro?eil, und viele von ihnen dienen in kolonialeigenen Milit?regimentern, bzw. sind gewillt, dort zu dienen.;;;;;;;;;;;
female_suffrage;여성 참정권;Droit de vote des femmes;Frauenwahlrecht;;;;;;;;;;;
female_suffrage_desc;우리나라는 여성과 남성의 법적인 평등, 총선에서의 투표권을 논의하고 있습니다.;Notre pays accorde aux femmes la m?e ?alit?qu'aux hommes ainsi que le droit de voter lors des ?ections g??ales.;Unser Land gew?rt Frauen denselben Rechtsstatus wie M?nern sowie das Wahlrecht f? Parlamentswahlen.;;;;;;;;;;;
labor_union;노동조합;Syndicat professionnel;Arbeitergewerkschaft;;;;;;;;;;;
desc_labor_union;노동자들이 힘을 합쳐 노동조합을 결성했습니다.;Les salari? de votre province ont uni leurs forces pour cr?r un syndicat professionnel.;Die Arbeiter haben sich zusammengeschlossen und eine Gewerkschaft in Ihrer Provinz gegr?det.;;;;;;;;;;;
militant_trade_union;공격적인 노동조합;;;;;;;;;;;;;
worker_union;노동자 조합;Syndicat de salari?;Arbeitergewerkschaft;;;;;;;;;;;
strike_solution;파업 해결;Une solution ?la gr?e;Streikl?ung;;;;;;;;;;;
desc_strike_solution;당신의 관대함이 파업을 멈추게 했습니다.;Votre g??osit?a mis fin ?la gr?e.;Ihre Gro??igkeit hat den Streik gestoppt.;;;;;;;;;;;
province_strike;지방 파업;Gr?e provinciale;Provinzstreik;;;;;;;;;;;
desc_province_strike;한 지방에서 노동자들이 파업에 들어갔습니다.;Les salari? de votre province se sont mis en gr?e.;Die Arbeiter streiken in Ihrer Provinz.;;;;;;;;;;;
may_day;메이데이;;;;;;;;;;;;;
may_day_desc;우리는 사회주의를 찬양합니다. 이 땅의 모든 탐욕스러운 자본가들이 부츠속에서 떨게 해야 합니다!;;;;;;;;;;;;;
black_shirts;검은 셔츠단;Les Chemises noires;Schwarzhemden;;;;;;;;;;;
desc_black_shirts;검은 셔츠단이 지방의 주민들을 선동하고 있습니다.;Les Chemises noires provoquent les habitants de la province.;Schwarzhemden provozieren die Bewohner der Provinz.;;;;;;;;;;;
free_corps;자유 군단;Les Corps francs;Freikorps;;;;;;;;;;;
desc_free_corps;검은 셔츠단에 고무된 사람들이 자유 군단을 결성하였습니다. 매우 성가신 존재들입니다.;Inspir? par les Chemises noires, les Corps francs sont un v?itable fl?u pour votre province.;Das Freikorps wurde inspiriert von den Schwarzhemden und ist eine Plage in Ihrer Provinz.;;;;;;;;;;;
the_massacre;The Massacre;Le massacre;Das Massaker;;;;;;;;;;;
desc_the_massacre;A group of people consisting of socicialists and liberals have been murdered.;Un groupe de socialistes et de lib?aux a ??assassin?;Eine aus Sozialisten und Liberalen bestehende Gruppe wurde ermordet.;;;;;;;;;;;
fascist_welfare;Fascist Welfare;?at providence et fascisme;Faschistische Wohlfahrt;;;;;;;;;;;
desc_fascist_welfare; ; ;;;;;;;;;;;;
beer_hall_putsch;Beer Hall Putsch;Le putsch de la Brasserie;Bierkellerputsch;;;;;;;;;;;
desc_beer_hall_putsch; ; ;;;;;;;;;;;;
local_opium_habit;Opium Problem;Le probl?e de l'opium;Opiumproblem;;;;;;;;;;;
desc_local_opium_habit;Our subjects in this province have taken to opium eating on an epidemic scale.;La consommation d'opium de cette province atteint un seuil ?id?ique.;Unsere Untertanen in dieser Provinz konsumieren Opium in erschreckendem Ma?.;;;;;;;;;;;
sayings_of_the_dutch;Sayings of The Dutch;?udes hollandaises;Holl?dische Sprichw?ter;;;;;;;;;;;
desc_sayings_of_the_dutch;We have translated a large amount of western literature and incorporated it fully into our national body of knowledge, boosting our scientific research.;Nous avons traduit un grand nombre d'쐕vres litt?aires occidentales pour les incorporer ?nos connaissances nationales et ainsi relancer notre recherche scientifique.;Wir haben eine gro? Menge westlicher Literatur ?ersetzt und sie in unseren nationalen Wissenskanon einflie?n lassen, was unsere wissenschaftliche Forschung auf neue H?en treibt.;;;;;;;;;;;
european_military_mission;Military Mission;Mission militaire;Milit?mission;;;;;;;;;;;
desc_european_military_mission;A Great Power has established a military mission in this province.;Une grande puissance a ?abli une mission militaire dans cette province.;Eine Gro?acht hat eine Milit?mission in dieser Provinz eingerichtet.;;;;;;;;;;;
extraterritoriality_granted;Extraterritoriality Granted;Exterritorialit?accord?;Extraterritorialit? gew?rt;;;;;;;;;;;
desc_extraterritoriality_granted;Our country has granted extraterritoriality to citizens of the Great Powers.;Notre pays a accord?l'exterritorialit?aux citoyens des grandes puissances.;Unser Land hat B?gern der Gro??hte Extraterritorialit? gew?rt.;;;;;;;;;;;
military_reform;Military Reform;R?orme militaire;Milit?reform;;;;;;;;;;;
desc_military_reform;We are in the process of reforming our army to European standards;Nous sommes en train de r?ormer notre arm? selon les normes europ?nnes.;Wir reformieren gerade unsere Armee auf europ?sche Standards.;;;;;;;;;;;
educational_reform;Educational Reform;R?orme de l'?ucation;Bildungsreform;;;;;;;;;;;
desc_educational_reform;We have reformed our educational system. While this helps our research, it is also highly unpopular among the traditionalists.;Nous avons r?orm?notre syst?e ?ucatif. Cela favorise notre recherche mais d?la? aux traditionnalistes.;Wir haben unser Bildungssystem reformiert. Dies hilft zwar unserer Forschung, ist aber auch bei den Traditionalisten sehr unbeliebt.;;;;;;;;;;;
legation_quarter;Legation Quarter;Quartier des l?ations;Legationsviertel;;;;;;;;;;;
kettler_denkmal;Memorial to Foreign Diplomat;Monument d?i??un diplomate ?ranger;Gedenkst?te an ausl?dischen Diplomaten;;;;;;;;;;;
desc_kettler_denkmal;This memorial to a foreign diplomat stands as a permanent reminder to our people that our independence is being sold short by our government.;Ce monument d?i??un diplomate ?ranger rappelle au peuple que notre gouvernement a renonc??notre ind?endance.;Diese Gedenkst?te an einen ausl?dischen Diplomaten dient als permanente Erinnerung an unser Volk, dass unsere Regierung mit unserer Unabh?gigkeit Schindluder treibt.;;;;;;;;;;;
local_economic_downturn;Local Economic Downturn;Ralentissement ?onomique local;Lokale Wirtschaftskrise;;;;;;;;;;;
desc_local_economic_downturn;This province has taken a temporary economic hit, but should recover within a few years.;Cette province conna? un ralentissement ?onomique momentan? mais devrait se r?ablir d'ici quelques ann?s.;Die Provinz befindet sich in einer vor?ergehenden Wirtschaftskrise, sollte sich aber innerhalb weniger Jahre wieder erholen.;;;;;;;;;;;
free_staters;Free-Staters;Free-Staters;Freistaatler;;;;;;;;;;;
desc_free_staters;Free-Staters are active in this province, working to ensure its accession into the Union as a free state.;Les Free-Staters de cette province militent pour son accession ?l'Union en tant qu'?at libre.;Freistaatler sind in dieser Provinz aktiv, wo sie sich darum bem?en, die Provinz als freien Staat der Union anzuf?en.;;;;;;;;;;;
border_ruffians;Border Ruffians;Les Border Ruffians;Border Ruffians;;;;;;;;;;;
desc_border_ruffians;Border Ruffians is souring the quality of life for people in this province.;Les Border Ruffians empoisonnent la vie des habitants de cette province.;Border Ruffians verderben die Lebensqualit? der Menschen in dieser Provinz.;;;;;;;;;;;
